company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,ground_time_risk,ground_time_buffer,total_pax,lap_child_count,child_count,basic_economy_pax,stroller_count,load_factor,load_category,child_ratio,basic_econ_ratio,total_ssr_count,unique_pnr_with_ssr,ssr_per_pax,ssr_category,origin_bags,regular_transfer_bags,hot_transfer_bags,Checked,All_Transfers,total_bags,transfer_to_checked_ratio,hot_transfer_pct
OO,5398,2025-08-01,ORD,IND,2025-08-01 10:55:00+00:00,2025-08-01 13:07:00+00:00,2025-08-01 10:53:00+00:00,2025-08-01 12:54:00+00:00,76,ERJ-175,Express,84,91,39,-2.0,False,45,85,0,3,6,0,111.8421052631579,,0.03529411764705882,0.07058823529411765,16,14,0.18823529411764706,Low SSR,19.0,52.0,0.0,19.0,52.0,71.0,2.736842105263158,0.0
OO,5045,2025-08-10,ORD,RHI,2025-08-10 16:35:00+00:00,2025-08-10 17:57:00+00:00,2025-08-10 19:48:00+00:00,2025-08-10 21:06:00+00:00,50,CRJ-200,Express,42,37,29,193.0,False,13,60,1,5,0,1,120.0,,0.08333333333333333,0.0,25,25,0.4166666666666667,Low SSR,18.0,29.0,1.0,18.0,30.0,48.0,1.6666666666666667,3.3333333333333335
OO,5037,2025-08-14,ORD,LAF,2025-08-14 12:14:00+00:00,2025-08-14 14:12:00+00:00,2025-08-14 12:15:00+00:00,2025-08-14 13:59:00+00:00,50,CRJ-200,Express,41,45,29,1.0,False,12,12,0,0,1,0,24.0,Low (<50%),0.0,0.08333333333333333,24,23,2.0,Low SSR,11.0,19.0,4.0,11.0,23.0,34.0,2.090909090909091,17.391304347826086
UA,987,2025-08-01,ORD,CDG,2025-08-01 18:00:00+00:00,2025-08-02 09:20:00+00:00,2025-08-01 17:57:00+00:00,2025-08-02 08:34:00+00:00,318,B787-10,Mainline,255,212,155,-3.0,False,100,434,5,32,0,9,136.47798742138363,,0.07373271889400922,0.0,90,84,0.2073732718894009,High SSR,224.0,40.0,9.0,224.0,49.0,273.0,0.21875,18.367346938775512
UA,793,2025-08-10,ORD,DFW,2025-08-10 16:20:00+00:00,2025-08-10 18:58:00+00:00,2025-08-10 18:21:00+00:00,2025-08-10 21:21:00+00:00,126,A319-100,Mainline,85,106,43,121.0,False,42,128,1,0,5,0,101.58730158730158,,0.0,0.0390625,93,88,0.7265625,High SSR,63.0,28.0,5.0,63.0,33.0,96.0,0.5238095238095238,15.151515151515152
OO,5538,2025-08-14,ORD,HSV,2025-08-14 18:25:00+00:00,2025-08-14 20:14:00+00:00,2025-08-14 18:23:00+00:00,2025-08-14 20:18:00+00:00,50,CRJ-550,Express,76,85,29,-2.0,False,47,45,0,0,8,0,90.0,High (75-90%),0.0,0.17777777777777778,21,21,0.4666666666666667,Low SSR,8.0,14.0,0.0,8.0,14.0,22.0,1.75,0.0
YX,3628,2025-08-06,ORD,IND,2025-08-06 17:50:00+00:00,2025-08-06 20:03:00+00:00,2025-08-06 18:12:00+00:00,2025-08-06 20:16:00+00:00,76,ERJ-175,Express,187,215,34,22.0,False,153,72,0,1,1,0,94.73684210526315,Very High (>90%),0.013888888888888888,0.013888888888888888,20,20,0.2777777777777778,Low SSR,15.0,26.0,10.0,15.0,36.0,51.0,2.4,27.77777777777778
UA,1779,2025-08-07,ORD,BOS,2025-08-07 21:32:00+00:00,2025-08-08 00:59:00+00:00,2025-08-07 21:51:00+00:00,2025-08-08 01:06:00+00:00,179,B737-900,Mainline,67,58,56,19.0,False,11,95,1,0,23,0,53.072625698324025,Medium (50-75%),0.0,0.24210526315789474,46,42,0.4842105263157895,High SSR,16.0,31.0,0.0,16.0,31.0,47.0,1.9375,0.0
UA,1617,2025-08-12,ORD,PHL,2025-08-12 14:20:00+00:00,2025-08-12 17:36:00+00:00,2025-08-12 14:28:00+00:00,2025-08-12 19:54:00+00:00,166,B737-800,Mainline,29,53,51,8.0,True,-22,164,1,3,13,1,98.79518072289156,Very High (>90%),0.018292682926829267,0.07926829268292683,60,53,0.36585365853658536,High SSR,40.0,43.0,0.0,40.0,43.0,83.0,1.075,0.0
OO,5859,2025-08-04,ORD,BZN,2025-08-04 07:15:00+00:00,2025-08-04 09:53:00+00:00,2025-08-04 07:11:00+00:00,2025-08-04 09:44:00+00:00,76,ERJ-175,Express,650,535,34,-4.0,False,616,112,2,7,18,1,147.36842105263156,,0.0625,0.16071428571428573,3,3,0.026785714285714284,Low SSR,28.0,1.0,13.0,28.0,14.0,42.0,0.5,92.85714285714286
UA,2418,2025-08-15,ORD,PHL,2025-08-15 07:35:00+00:00,2025-08-15 10:47:00+00:00,2025-08-15 07:28:00+00:00,2025-08-15 10:29:00+00:00,150,A320-200,Mainline,720,725,110,-7.0,False,610,162,1,4,12,1,108.0,,0.024691358024691357,0.07407407407407407,40,36,0.24691358024691357,Low SSR,46.0,48.0,0.0,46.0,48.0,94.0,1.0434782608695652,0.0
UA,3,2025-08-06,ORD,ZRH,2025-08-06 15:55:00+00:00,2025-08-07 07:45:00+00:00,2025-08-06 16:20:00+00:00,2025-08-07 07:47:00+00:00,167,B767-300,Mainline,105,150,145,25.0,True,-40,175,0,11,0,2,104.79041916167664,,0.06285714285714286,0.0,57,57,0.32571428571428573,High SSR,54.0,76.0,7.0,54.0,83.0,137.0,1.537037037037037,8.433734939759036
UA,1358,2025-08-15,ORD,RDU,2025-08-15 07:00:00+00:00,2025-08-15 10:03:00+00:00,2025-08-15 07:08:00+00:00,2025-08-15 10:11:00+00:00,126,A319-100,Mainline,640,642,43,8.0,False,597,161,2,8,26,2,127.77777777777777,,0.049689440993788817,0.16149068322981366,20,20,0.12422360248447205,Low SSR,38.0,23.0,35.0,38.0,58.0,96.0,1.5263157894736843,60.3448275862069
OO,5352,2025-08-12,ORD,CAK,2025-08-12 18:05:00+00:00,2025-08-12 20:49:00+00:00,2025-08-12 22:40:00+00:00,2025-08-13 01:27:00+00:00,50,CRJ-200,Express,59,138,29,275.0,False,30,53,0,2,1,1,106.0,,0.03773584905660377,0.018867924528301886,26,24,0.49056603773584906,Low SSR,33.0,23.0,4.0,33.0,27.0,60.0,0.8181818181818182,14.814814814814813
UA,2862,2025-08-06,ORD,IAD,2025-08-06 10:50:00+00:00,2025-08-06 13:49:00+00:00,2025-08-06 10:54:00+00:00,2025-08-06 13:43:00+00:00,179,B737-900,Mainline,67,52,56,4.0,False,11,147,1,11,9,2,82.12290502793296,High (75-90%),0.07482993197278912,0.061224489795918366,82,78,0.5578231292517006,High SSR,61.0,51.0,2.0,61.0,53.0,114.0,0.8688524590163934,3.7735849056603774
G7,4590,2025-08-10,ORD,MDT,2025-08-10 16:45:00+00:00,2025-08-10 19:52:00+00:00,2025-08-10 17:24:00+00:00,2025-08-10 20:20:00+00:00,50,CRJ-550,Express,50,36,29,39.0,False,21,59,1,2,0,0,118.0,,0.03389830508474576,0.0,26,26,0.4406779661016949,Low SSR,13.0,20.0,1.0,13.0,21.0,34.0,1.6153846153846154,4.761904761904762
UA,2172,2025-08-13,ORD,FAI,2025-08-13 16:05:00+00:00,2025-08-13 19:40:00+00:00,2025-08-13 16:04:00+00:00,2025-08-13 19:16:00+00:00,166,B737-MAX8,Mainline,82,76,51,-1.0,False,31,152,0,2,6,0,91.56626506024097,Very High (>90%),0.013157894736842105,0.039473684210526314,99,92,0.6513157894736842,High SSR,60.0,105.0,0.0,60.0,105.0,165.0,1.75,0.0
UA,2280,2025-08-02,ORD,MCO,2025-08-02 07:10:00+00:00,2025-08-02 11:04:00+00:00,2025-08-02 07:08:00+00:00,2025-08-02 10:56:00+00:00,200,A321-2NX,Mainline,511,267,62,-2.0,False,449,318,3,30,21,10,159.0,,0.09433962264150944,0.0660377358490566,54,51,0.16981132075471697,High SSR,98.0,11.0,10.0,98.0,21.0,119.0,0.21428571428571427,47.61904761904761
UA,777,2025-08-15,ORD,LAS,2025-08-15 19:49:00+00:00,2025-08-15 21:52:00+00:00,2025-08-15 19:54:00+00:00,2025-08-15 22:05:00+00:00,179,B737-MAX9,Mainline,79,98,56,5.0,False,23,167,2,2,16,0,93.29608938547486,Very High (>90%),0.011976047904191617,0.09580838323353294,66,62,0.39520958083832336,High SSR,43.0,31.0,7.0,43.0,38.0,81.0,0.8837209302325582,18.421052631578945
G7,4502,2025-08-05,ORD,LEX,2025-08-05 10:50:00+00:00,2025-08-05 13:21:00+00:00,2025-08-05 10:40:00+00:00,2025-08-05 12:55:00+00:00,50,CRJ-550,Express,62,79,29,-10.0,False,33,58,0,3,2,1,115.99999999999999,,0.05172413793103448,0.034482758620689655,12,10,0.20689655172413793,Low SSR,8.0,37.0,0.0,8.0,37.0,45.0,4.625,0.0
G7,4610,2025-08-07,ORD,XNA,2025-08-07 12:41:00+00:00,2025-08-07 14:35:00+00:00,2025-08-07 13:42:00+00:00,2025-08-07 15:40:00+00:00,50,CRJ-550,Express,36,29,29,61.0,False,7,56,0,2,5,0,112.00000000000001,,0.03571428571428571,0.08928571428571429,16,15,0.2857142857142857,Low SSR,5.0,7.0,7.0,5.0,14.0,19.0,2.8,50.0
YX,3568,2025-08-02,ORD,YYZ,2025-08-02 10:50:00+00:00,2025-08-02 13:42:00+00:00,2025-08-02 14:39:00+00:00,2025-08-02 17:13:00+00:00,76,ERJ-175,Express,68,266,42,229.0,False,26,84,0,5,9,1,110.5263157894737,,0.05952380952380952,0.10714285714285714,26,22,0.30952380952380953,Low SSR,23.0,31.0,0.0,23.0,31.0,54.0,1.3478260869565217,0.0
UA,1097,2025-08-01,ORD,DCA,2025-08-01 11:15:00+00:00,2025-08-01 14:13:00+00:00,2025-08-01 11:07:00+00:00,2025-08-01 14:01:00+00:00,126,A319-100,Mainline,80,79,43,-8.0,False,37,151,1,9,11,2,119.84126984126983,,0.059602649006622516,0.0728476821192053,32,32,0.2119205298013245,Low SSR,50.0,36.0,0.0,50.0,36.0,86.0,0.72,0.0
OO,5668,2025-08-04,ORD,MKE,2025-08-04 14:09:00+00:00,2025-08-04 15:10:00+00:00,2025-08-04 14:30:00+00:00,2025-08-04 15:13:00+00:00,50,CRJ-550,Express,40,50,29,21.0,False,11,52,0,1,4,0,104.0,,0.019230769230769232,0.07692307692307693,26,25,0.5,Low SSR,4.0,23.0,1.0,4.0,24.0,28.0,6.0,4.166666666666666
UA,356,2025-08-01,ORD,ATL,2025-08-01 14:30:00+00:00,2025-08-01 17:39:00+00:00,2025-08-01 14:39:00+00:00,2025-08-01 17:47:00+00:00,126,B737-700,Mainline,89,79,51,9.0,False,38,154,0,9,21,2,122.22222222222223,,0.05844155844155844,0.13636363636363635,108,101,0.7012987012987013,High SSR,70.0,25.0,1.0,70.0,26.0,96.0,0.37142857142857144,3.8461538461538463
UA,793,2025-08-03,ORD,DFW,2025-08-03 16:20:00+00:00,2025-08-03 18:58:00+00:00,2025-08-03 17:58:00+00:00,2025-08-03 20:28:00+00:00,126,A319-100,Mainline,85,74,43,98.0,False,42,145,2,6,0,1,115.07936507936508,,0.041379310344827586,0.0,93,88,0.6413793103448275,High SSR,70.0,36.0,2.0,70.0,38.0,108.0,0.5428571428571428,5.263157894736842
OO,4712,2025-08-11,ORD,ELP,2025-08-11 19:50:00+00:00,2025-08-11 22:23:00+00:00,2025-08-11 20:04:00+00:00,2025-08-11 22:56:00+00:00,70,ERJ-175,Express,185,195,34,14.0,False,151,76,0,1,4,0,108.57142857142857,,0.013157894736842105,0.05263157894736842,22,20,0.2894736842105263,Low SSR,11.0,28.0,3.0,11.0,31.0,42.0,2.8181818181818183,9.67741935483871
UA,929,2025-08-01,ORD,LHR,2025-08-01 16:05:00+00:00,2025-08-02 06:20:00+00:00,2025-08-01 16:28:00+00:00,2025-08-02 06:12:00+00:00,167,B767-300,Mainline,280,200,145,23.0,False,135,203,1,11,0,2,121.55688622754491,,0.054187192118226604,0.0,66,63,0.3251231527093596,High SSR,100.0,54.0,0.0,100.0,54.0,154.0,0.54,0.0
UA,1387,2025-08-04,ORD,SFO,2025-08-04 08:50:00+00:00,2025-08-04 11:29:00+00:00,2025-08-04 08:47:00+00:00,2025-08-04 11:21:00+00:00,364,B777-2HD,Mainline,191,140,93,-3.0,False,98,391,1,8,25,0,107.41758241758241,,0.020460358056265986,0.0639386189258312,83,79,0.21227621483375958,High SSR,181.0,31.0,36.0,181.0,67.0,248.0,0.3701657458563536,53.73134328358209
UA,2075,2025-08-11,ORD,TPA,2025-08-11 17:55:00+00:00,2025-08-11 21:45:00+00:00,2025-08-11 18:07:00+00:00,2025-08-11 21:54:00+00:00,166,B737-MAX8,Mainline,74,85,51,12.0,False,23,149,1,3,17,1,89.7590361445783,High (75-90%),0.020134228187919462,0.11409395973154363,94,89,0.6308724832214765,High SSR,41.0,43.0,10.0,41.0,53.0,94.0,1.2926829268292683,18.867924528301888
UA,2099,2025-08-14,ORD,IAH,2025-08-14 09:46:00+00:00,2025-08-14 12:40:00+00:00,2025-08-14 09:40:00+00:00,2025-08-14 12:21:00+00:00,179,B737-900,Mainline,67,85,56,-6.0,False,11,190,0,6,20,1,106.14525139664805,,0.031578947368421054,0.10526315789473684,141,136,0.7421052631578947,High SSR,73.0,62.0,0.0,73.0,62.0,135.0,0.8493150684931506,0.0
UA,416,2025-08-10,ORD,MXP,2025-08-10 21:35:00+00:00,2025-08-11 13:20:00+00:00,2025-08-10 22:26:00+00:00,2025-08-11 14:05:00+00:00,243,B787-8,Mainline,215,296,150,51.0,False,65,243,2,11,0,4,100.0,Very High (>90%),0.04526748971193416,0.0,49,45,0.20164609053497942,High SSR,52.0,107.0,0.0,52.0,107.0,159.0,2.0576923076923075,0.0
UA,1776,2025-08-07,ORD,PHL,2025-08-07 18:20:00+00:00,2025-08-07 21:35:00+00:00,2025-08-07 18:18:00+00:00,2025-08-07 21:30:00+00:00,166,B737-800,Mainline,76,63,51,-2.0,False,25,176,0,3,11,0,106.02409638554218,,0.017045454545454544,0.0625,41,37,0.23295454545454544,High SSR,30.0,48.0,0.0,30.0,48.0,78.0,1.6,0.0
UA,980,2025-08-08,ORD,DUB,2025-08-08 20:15:00+00:00,2025-08-09 09:45:00+00:00,2025-08-08 20:12:00+00:00,2025-08-09 09:32:00+00:00,243,B787-8,Mainline,3015,2863,150,-3.0,False,2865,296,2,16,0,6,121.81069958847736,,0.05405405405405406,0.0,47,46,0.15878378378378377,High SSR,91.0,105.0,0.0,91.0,105.0,196.0,1.1538461538461537,0.0
G7,4194,2025-08-11,ORD,DAY,2025-08-11 14:30:00+00:00,2025-08-11 16:58:00+00:00,2025-08-11 14:22:00+00:00,2025-08-11 16:59:00+00:00,50,CRJ-550,Express,145,52,29,-8.0,False,116,49,0,0,0,0,98.0,Very High (>90%),0.0,0.0,12,12,0.24489795918367346,Low SSR,1.0,34.0,0.0,1.0,34.0,35.0,34.0,0.0
UA,1301,2025-08-11,ORD,ICT,2025-08-11 20:00:00+00:00,2025-08-11 22:03:00+00:00,2025-08-11 20:06:00+00:00,2025-08-11 22:08:00+00:00,126,B737-700,Mainline,65,68,43,6.0,False,22,128,2,5,16,1,101.58730158730158,,0.0390625,0.125,37,34,0.2890625,Low SSR,6.0,67.0,6.0,6.0,73.0,79.0,12.166666666666666,8.21917808219178
UA,1899,2025-08-07,ORD,YYC,2025-08-07 20:03:00+00:00,2025-08-07 22:53:00+00:00,2025-08-07 20:21:00+00:00,2025-08-07 23:18:00+00:00,126,B737-700,Mainline,73,95,52,18.0,False,21,129,2,5,16,0,102.38095238095238,,0.03875968992248062,0.12403100775193798,48,46,0.37209302325581395,High SSR,38.0,40.0,0.0,38.0,40.0,78.0,1.0526315789473684,0.0
UA,2280,2025-08-13,ORD,MCO,2025-08-13 07:10:00+00:00,2025-08-13 11:04:00+00:00,2025-08-13 07:08:00+00:00,2025-08-13 10:45:00+00:00,200,A321-2NX,Mainline,600,547,62,-2.0,False,538,269,2,26,31,6,134.5,,0.09665427509293681,0.11524163568773234,54,51,0.20074349442379183,High SSR,61.0,35.0,14.0,61.0,49.0,110.0,0.8032786885245902,28.57142857142857
OO,5585,2025-08-13,ORD,ATW,2025-08-13 12:57:00+00:00,2025-08-13 14:08:00+00:00,2025-08-13 12:49:00+00:00,2025-08-13 14:06:00+00:00,50,CRJ-550,Express,183,56,29,-8.0,False,154,69,0,4,3,3,138.0,,0.057971014492753624,0.043478260869565216,13,12,0.18840579710144928,Low SSR,1.0,22.0,3.0,1.0,25.0,26.0,25.0,12.0
UA,2666,2025-08-14,ORD,DEN,2025-08-14 05:00:00+00:00,2025-08-14 06:43:00+00:00,2025-08-14 04:52:00+00:00,2025-08-14 06:25:00+00:00,200,A321-2NX,Mainline,452,207,62,-8.0,False,390,203,1,4,27,1,101.49999999999999,,0.019704433497536946,0.1330049261083744,40,38,0.19704433497536947,Low SSR,72.0,27.0,0.0,72.0,27.0,99.0,0.375,0.0
OO,5344,2025-08-01,ORD,MBS,2025-08-01 11:05:00+00:00,2025-08-01 13:22:00+00:00,2025-08-01 10:58:00+00:00,2025-08-01 13:05:00+00:00,50,CRJ-200,Express,1197,1066,29,-7.0,False,1168,58,1,2,5,1,115.99999999999999,,0.034482758620689655,0.08620689655172414,42,40,0.7241379310344828,High SSR,23.0,24.0,0.0,23.0,24.0,47.0,1.0434782608695652,0.0
UA,349,2025-08-09,ORD,BTV,2025-08-09 18:35:00+00:00,2025-08-09 21:52:00+00:00,2025-08-09 18:53:00+00:00,2025-08-09 22:03:00+00:00,150,A320-200,Mainline,90,50,46,18.0,False,44,197,3,12,19,3,131.33333333333331,,0.06091370558375635,0.09644670050761421,41,39,0.20812182741116753,High SSR,31.0,71.0,0.0,31.0,71.0,102.0,2.2903225806451615,0.0
OO,5352,2025-08-03,ORD,CAK,2025-08-03 18:05:00+00:00,2025-08-03 20:49:00+00:00,2025-08-03 18:12:00+00:00,2025-08-03 20:41:00+00:00,50,CRJ-200,Express,59,35,29,7.0,False,30,52,0,2,1,0,104.0,,0.038461538461538464,0.019230769230769232,26,24,0.5,Low SSR,18.0,17.0,1.0,18.0,18.0,36.0,1.0,5.555555555555555
G7,4425,2025-08-12,ORD,GRR,2025-08-12 14:00:00+00:00,2025-08-12 16:04:00+00:00,2025-08-12 20:00:00+00:00,2025-08-12 23:00:00+00:00,50,CRJ-550,Express,124,490,33,360.0,False,91,45,2,3,2,1,90.0,High (75-90%),0.06666666666666667,0.044444444444444446,18,18,0.4,Low SSR,5.0,38.0,7.0,5.0,45.0,50.0,9.0,15.555555555555555
G7,4519,2025-08-15,ORD,SCE,2025-08-15 18:20:00+00:00,2025-08-15 21:24:00+00:00,2025-08-15 18:13:00+00:00,2025-08-15 21:02:00+00:00,50,CRJ-550,Express,75,45,29,-7.0,False,46,48,1,2,0,1,96.0,Very High (>90%),0.041666666666666664,0.0,18,18,0.375,Low SSR,4.0,45.0,0.0,4.0,45.0,49.0,11.25,0.0
G7,4391,2025-08-07,ORD,SGF,2025-08-07 20:06:00+00:00,2025-08-07 22:00:00+00:00,2025-08-07 20:12:00+00:00,2025-08-07 21:34:00+00:00,50,CRJ-550,Express,71,43,29,6.0,False,42,55,0,2,2,0,110.00000000000001,,0.03636363636363636,0.03636363636363636,19,17,0.34545454545454546,Low SSR,8.0,24.0,2.0,8.0,26.0,34.0,3.25,7.6923076923076925
OO,5136,2025-08-09,ORD,DEC,2025-08-09 07:45:00+00:00,2025-08-09 08:48:00+00:00,2025-08-09 07:35:00+00:00,2025-08-09 08:29:00+00:00,50,CRJ-200,Express,85,87,29,-10.0,False,56,8,0,1,2,0,16.0,Low (<50%),0.125,0.25,17,15,2.125,Low SSR,4.0,2.0,0.0,4.0,2.0,6.0,0.5,0.0
OO,5382,2025-08-15,ORD,FWA,2025-08-15 15:35:00+00:00,2025-08-15 17:47:00+00:00,2025-08-15 15:37:00+00:00,2025-08-15 17:54:00+00:00,50,CRJ-200,Express,40,43,29,2.0,False,11,45,0,0,8,0,90.0,High (75-90%),0.0,0.17777777777777778,21,21,0.4666666666666667,Low SSR,16.0,12.0,10.0,16.0,22.0,38.0,1.375,45.45454545454545
UA,763,2025-08-05,ORD,PWM,2025-08-05 10:58:00+00:00,2025-08-05 14:24:00+00:00,2025-08-05 11:44:00+00:00,2025-08-05 15:00:00+00:00,166,B737-800,Mainline,-4,60,51,46.0,True,-55,219,3,16,16,6,131.9277108433735,,0.0730593607305936,0.0730593607305936,44,42,0.2009132420091324,High SSR,71.0,31.0,0.0,71.0,31.0,102.0,0.43661971830985913,0.0
UA,912,2025-08-01,ORD,KEF,2025-08-01 21:10:00+00:00,2025-08-02 08:30:00+00:00,2025-08-01 21:45:00+00:00,2025-08-02 09:04:00+00:00,176,B757-200,Mainline,150,154,75,35.0,False,75,207,0,12,0,1,117.61363636363636,,0.057971014492753624,0.0,76,70,0.3671497584541063,High SSR,29.0,92.0,28.0,29.0,120.0,149.0,4.137931034482759,23.333333333333332
OO,5099,2025-08-08,ORD,CIU,2025-08-08 12:40:00+00:00,2025-08-08 15:09:00+00:00,2025-08-08 12:47:00+00:00,2025-08-08 15:01:00+00:00,50,CRJ-200,Express,35,55,29,7.0,False,6,42,1,1,5,1,84.0,High (75-90%),0.023809523809523808,0.11904761904761904,22,21,0.5238095238095238,Low SSR,19.0,14.0,1.0,19.0,15.0,34.0,0.7894736842105263,6.666666666666667
UA,422,2025-08-07,ORD,ATH,2025-08-07 16:15:00+00:00,2025-08-08 10:30:00+00:00,2025-08-07 16:28:00+00:00,2025-08-08 10:36:00+00:00,318,B787-10,Mainline,315,321,155,13.0,False,160,323,0,7,0,0,101.57232704402517,,0.021671826625386997,0.0,143,138,0.44272445820433437,High SSR,92.0,189.0,0.0,92.0,189.0,281.0,2.0543478260869565,0.0
UA,1803,2025-08-08,ORD,DEN,2025-08-08 10:44:00+00:00,2025-08-08 12:32:00+00:00,2025-08-08 11:08:00+00:00,2025-08-08 12:46:00+00:00,200,A321-2NX,Mainline,82,107,62,24.0,False,20,239,1,11,6,1,119.5,,0.04602510460251046,0.02510460251046025,64,59,0.26778242677824265,High SSR,60.0,19.0,9.0,60.0,28.0,88.0,0.4666666666666667,32.142857142857146
YX,3433,2025-08-14,ORD,CVG,2025-08-14 16:35:00+00:00,2025-08-14 19:02:00+00:00,2025-08-14 16:26:00+00:00,2025-08-14 18:46:00+00:00,76,ERJ-175,Express,45,52,39,-9.0,False,6,67,0,2,4,0,88.1578947368421,High (75-90%),0.029850746268656716,0.05970149253731343,26,25,0.3880597014925373,Low SSR,11.0,23.0,2.0,11.0,25.0,36.0,2.272727272727273,8.0
YX,3571,2025-08-05,ORD,IND,2025-08-05 13:05:00+00:00,2025-08-05 15:18:00+00:00,2025-08-05 12:57:00+00:00,2025-08-05 15:13:00+00:00,76,ERJ-175,Express,60,66,34,-8.0,False,26,65,1,2,5,0,85.52631578947368,High (75-90%),0.03076923076923077,0.07692307692307693,27,25,0.4153846153846154,Low SSR,7.0,26.0,1.0,7.0,27.0,34.0,3.857142857142857,3.7037037037037033
UA,2414,2025-08-01,ORD,BNA,2025-08-01 10:43:00+00:00,2025-08-01 12:28:00+00:00,2025-08-01 10:37:00+00:00,2025-08-01 12:12:00+00:00,166,B737-MAX8,Mainline,69,88,51,-6.0,False,18,173,1,6,15,3,104.21686746987953,,0.03468208092485549,0.08670520231213873,31,29,0.1791907514450867,Low SSR,41.0,21.0,7.0,41.0,28.0,69.0,0.6829268292682927,25.0
OO,5429,2025-08-13,ORD,TYS,2025-08-13 14:08:00+00:00,2025-08-13 17:05:00+00:00,2025-08-13 14:09:00+00:00,2025-08-13 16:58:00+00:00,76,ERJ-175,Express,58,60,34,1.0,False,24,83,1,2,5,0,109.21052631578947,,0.024096385542168676,0.060240963855421686,12,12,0.14457831325301204,Low SSR,10.0,34.0,9.0,10.0,43.0,53.0,4.3,20.930232558139537
UA,2090,2025-08-14,ORD,MIA,2025-08-14 07:01:00+00:00,2025-08-14 11:18:00+00:00,2025-08-14 07:00:00+00:00,2025-08-14 11:09:00+00:00,166,B737-800,Mainline,836,660,51,-1.0,False,785,183,0,7,24,0,110.24096385542168,,0.03825136612021858,0.13114754098360656,41,40,0.22404371584699453,High SSR,63.0,37.0,3.0,63.0,40.0,103.0,0.6349206349206349,7.5
UA,1205,2025-08-04,ORD,EWR,2025-08-04 11:46:00+00:00,2025-08-04 15:12:00+00:00,2025-08-04 11:54:00+00:00,2025-08-04 14:55:00+00:00,179,B737-900,Mainline,67,108,56,8.0,False,11,205,4,5,4,3,114.52513966480447,,0.024390243902439025,0.01951219512195122,67,64,0.32682926829268294,High SSR,141.0,15.0,0.0,141.0,15.0,156.0,0.10638297872340426,0.0
OO,5555,2025-08-06,ORD,MKE,2025-08-06 18:10:00+00:00,2025-08-06 19:10:00+00:00,2025-08-06 18:22:00+00:00,2025-08-06 19:32:00+00:00,50,CRJ-200,Express,64,35,29,12.0,False,35,51,1,0,3,0,102.0,,0.0,0.058823529411764705,17,17,0.3333333333333333,Low SSR,23.0,19.0,6.0,23.0,25.0,48.0,1.0869565217391304,24.0
UA,2672,2025-08-15,ORD,PNS,2025-08-15 10:42:00+00:00,2025-08-15 13:09:00+00:00,2025-08-15 10:33:00+00:00,2025-08-15 12:49:00+00:00,126,A319-100,Mainline,57,72,43,-9.0,False,14,121,4,4,23,1,96.03174603174604,Very High (>90%),0.03305785123966942,0.19008264462809918,62,59,0.512396694214876,High SSR,41.0,12.0,1.0,41.0,13.0,54.0,0.3170731707317073,7.6923076923076925
UA,1377,2025-08-11,ORD,MYR,2025-08-11 11:20:00+00:00,2025-08-11 14:35:00+00:00,2025-08-11 11:19:00+00:00,2025-08-11 14:28:00+00:00,126,B737-700,Mainline,990,929,43,-1.0,False,947,176,5,13,8,3,139.68253968253967,,0.07386363636363637,0.045454545454545456,69,67,0.39204545454545453,High SSR,48.0,32.0,0.0,48.0,32.0,80.0,0.6666666666666666,0.0
UA,764,2025-08-06,ORD,YYC,2025-08-06 08:45:00+00:00,2025-08-06 11:38:00+00:00,2025-08-06 08:44:00+00:00,2025-08-06 11:42:00+00:00,179,B737-900,Mainline,72,87,70,-1.0,False,2,132,2,5,6,1,73.74301675977654,Medium (50-75%),0.03787878787878788,0.045454545454545456,34,32,0.25757575757575757,Low SSR,68.0,17.0,11.0,68.0,28.0,96.0,0.4117647058823529,39.285714285714285
OO,5819,2025-08-07,ORD,DLH,2025-08-07 09:00:00+00:00,2025-08-07 10:51:00+00:00,2025-08-07 08:52:00+00:00,2025-08-07 10:27:00+00:00,50,CRJ-550,Express,74,78,29,-8.0,False,45,56,1,2,1,1,112.00000000000001,,0.03571428571428571,0.017857142857142856,25,25,0.44642857142857145,Low SSR,4.0,14.0,4.0,4.0,18.0,22.0,4.5,22.22222222222222
UA,1989,2025-08-15,ORD,BOS,2025-08-15 18:20:00+00:00,2025-08-15 21:59:00+00:00,2025-08-15 18:14:00+00:00,2025-08-15 21:50:00+00:00,179,B737-900,Mainline,88,91,56,-6.0,False,32,203,1,11,25,2,113.40782122905028,,0.054187192118226604,0.12315270935960591,46,41,0.22660098522167488,High SSR,44.0,67.0,0.0,44.0,67.0,111.0,1.5227272727272727,0.0
OO,4638,2025-08-06,ORD,COS,2025-08-06 19:40:00+00:00,2025-08-06 21:44:00+00:00,2025-08-06 19:39:00+00:00,2025-08-06 21:34:00+00:00,76,ERJ-175,Express,65,59,34,-1.0,False,31,59,1,3,4,0,77.63157894736842,High (75-90%),0.05084745762711865,0.06779661016949153,33,33,0.559322033898305,Low SSR,9.0,24.0,8.0,9.0,32.0,41.0,3.5555555555555554,25.0
