company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
UA,987,2025-08-09,ORD,CDG,2025-08-09T18:00:00Z,2025-08-10T09:20:00Z,2025-08-09T18:15:00Z,2025-08-10T09:31:00Z,318,B787-10,Mainline,185,190,155
OO,5836,2025-08-07,ORD,TYS,2025-08-07T10:35:00Z,2025-08-07T13:21:00Z,2025-08-07T10:28:00Z,2025-08-07T12:53:00Z,50,CRJ-550,Express,47,65,29
UA,611,2025-08-13,ORD,SFO,2025-08-13T07:20:00Z,2025-08-13T10:02:00Z,2025-08-13T07:13:00Z,2025-08-13T09:48:00Z,234,B757-300,Mainline,95,63,72
UA,2627,2025-08-15,ORD,MSP,2025-08-15T21:50:00Z,2025-08-15T23:28:00Z,2025-08-15T21:50:00Z,2025-08-15T23:40:00Z,179,B737-900,Mainline,130,154,119
UA,445,2025-08-06,ORD,ANC,2025-08-06T15:50:00Z,2025-08-06T19:35:00Z,2025-08-06T15:49:00Z,2025-08-06T19:27:00Z,179,B737-MAX9,Mainline,68,63,56
UA,2113,2025-08-14,ORD,FSD,2025-08-14T20:08:00Z,2025-08-14T22:00:00Z,2025-08-14T21:53:00Z,2025-08-14T23:27:00Z,166,B737-800,Mainline,-9,46,51
UA,2640,2025-08-08,ORD,DCA,2025-08-08T15:00:00Z,2025-08-08T18:02:00Z,2025-08-08T14:51:00Z,2025-08-08T18:10:00Z,126,B737-700,Mainline,123,120,43
G7,4588,2025-08-07,ORD,MDT,2025-08-07T13:55:00Z,2025-08-07T16:57:00Z,2025-08-07T13:56:00Z,2025-08-07T16:44:00Z,50,CRJ-550,Express,58,76,29
UA,1830,2025-08-01,ORD,DSM,2025-08-01T13:12:00Z,2025-08-01T14:41:00Z,2025-08-01T13:16:00Z,2025-08-01T14:36:00Z,150,A320-200,Mainline,58,58,46
UA,466,2025-08-15,ORD,DCA,2025-08-15T10:00:00Z,2025-08-15T12:58:00Z,2025-08-15T10:39:00Z,2025-08-15T13:46:00Z,126,A319-100,Mainline,5,65,43
UA,1126,2025-08-14,ORD,CLE,2025-08-14T12:57:00Z,2025-08-14T15:24:00Z,2025-08-14T13:29:00Z,2025-08-14T15:38:00Z,126,B737-700,Mainline,0,47,43
UA,1316,2025-08-14,ORD,SRQ,2025-08-14T11:14:00Z,2025-08-14T15:10:00Z,2025-08-14T11:07:00Z,2025-08-14T15:22:00Z,126,B737-700,Mainline,111,110,43
UA,265,2025-08-07,ORD,YYZ,2025-08-07T17:55:00Z,2025-08-07T20:44:00Z,2025-08-07T18:44:00Z,2025-08-07T21:26:00Z,126,A319-100,Mainline,49,55,52
UA,2323,2025-08-02,ORD,MCO,2025-08-02T09:15:00Z,2025-08-02T13:10:00Z,2025-08-02T09:18:00Z,2025-08-02T12:54:00Z,200,A321-2NX,Mainline,86,101,62
OO,5420,2025-08-08,ORD,MLI,2025-08-08T15:35:00Z,2025-08-08T16:43:00Z,2025-08-08T15:32:00Z,2025-08-08T16:23:00Z,50,CRJ-200,Express,69,64,29
UA,2179,2025-08-05,ORD,SFO,2025-08-05T18:20:00Z,2025-08-05T21:09:00Z,2025-08-05T18:19:00Z,2025-08-05T20:45:00Z,234,B757-300,Mainline,300,250,66
YX,3603,2025-08-01,ORD,CMH,2025-08-01T13:00:00Z,2025-08-01T15:35:00Z,2025-08-01T13:02:00Z,2025-08-01T15:23:00Z,76,ERJ-175,Express,55,56,34
OO,5843,2025-08-05,ORD,ECP,2025-08-05T10:50:00Z,2025-08-05T13:23:00Z,2025-08-05T10:44:00Z,2025-08-05T13:14:00Z,76,ERJ-175,Express,55,60,34
OO,4792,2025-08-12,ORD,ROA,2025-08-12T17:57:00Z,2025-08-12T21:04:00Z,2025-08-13T07:28:00Z,2025-08-13T10:22:00Z,76,ERJ-175,Express,-147,511,34
OO,5668,2025-08-02,ORD,MKE,2025-08-02T14:09:00Z,2025-08-02T15:10:00Z,2025-08-02T14:01:00Z,2025-08-02T14:53:00Z,50,CRJ-550,Express,40,46,29
UA,1594,2025-08-02,ORD,ABQ,2025-08-02T09:20:00Z,2025-08-02T11:32:00Z,2025-08-02T09:16:00Z,2025-08-02T11:29:00Z,150,A320-200,Mainline,83,102,46
YX,3465,2025-08-09,ORD,GSP,2025-08-09T19:35:00Z,2025-08-09T22:42:00Z,2025-08-09T19:34:00Z,2025-08-09T22:29:00Z,76,ERJ-175,Express,60,72,34
YX,3433,2025-08-04,ORD,CVG,2025-08-04T16:35:00Z,2025-08-04T19:02:00Z,2025-08-04T16:33:00Z,2025-08-04T18:59:00Z,76,ERJ-175,Express,50,65,34
UA,1492,2025-08-04,ORD,CMH,2025-08-04T21:20:00Z,2025-08-04T23:48:00Z,2025-08-04T21:59:00Z,2025-08-05T00:26:00Z,166,B737-800,Mainline,69,50,51
OO,5737,2025-08-09,ORD,OMA,2025-08-09T21:12:00Z,2025-08-09T23:00:00Z,2025-08-09T21:11:00Z,2025-08-09T22:43:00Z,76,ERJ-175,Express,48,29,34
G7,4568,2025-08-07,ORD,SCE,2025-08-07T10:35:00Z,2025-08-07T13:25:00Z,2025-08-07T10:34:00Z,2025-08-07T13:16:00Z,50,CRJ-550,Express,49,59,29
UA,356,2025-08-04,ORD,ATL,2025-08-04T14:30:00Z,2025-08-04T17:39:00Z,2025-08-04T15:32:00Z,2025-08-04T18:44:00Z,166,B737-800,Mainline,-25,59,51
UA,2302,2025-08-09,ORD,BWI,2025-08-09T07:00:00Z,2025-08-09T10:03:00Z,2025-08-09T06:55:00Z,2025-08-09T09:48:00Z,150,A320-200,Mainline,657,639,54
UA,2329,2025-08-15,ORD,DTW,2025-08-15T14:50:00Z,2025-08-15T17:18:00Z,2025-08-15T15:37:00Z,2025-08-15T18:11:00Z,126,A319-100,Mainline,12,73,43
UA,1269,2025-08-12,ORD,CLE,2025-08-12T18:00:00Z,2025-08-12T20:28:00Z,2025-08-12T20:28:00Z,2025-08-12T23:20:00Z,166,B737-800,Mainline,55,65,51
G7,4584,2025-08-14,ORD,TUL,2025-08-14T20:07:00Z,2025-08-14T22:15:00Z,2025-08-14T20:20:00Z,2025-08-14T23:16:00Z,50,CRJ-550,Express,72,95,29
G7,4482,2025-08-09,ORD,TUL,2025-08-09T15:35:00Z,2025-08-09T17:35:00Z,2025-08-09T15:31:00Z,2025-08-09T17:17:00Z,50,CRJ-550,Express,40,33,29
UA,2369,2025-08-02,ORD,AUS,2025-08-02T08:50:00Z,2025-08-02T11:44:00Z,2025-08-02T08:51:00Z,2025-08-02T11:39:00Z,179,B737-900,Mainline,68,75,56
UA,1347,2025-08-10,ORD,FLL,2025-08-10T16:20:00Z,2025-08-10T20:34:00Z,2025-08-10T23:44:00Z,2025-08-11T03:34:00Z,179,B737-MAX9,Mainline,96,51,56
OO,5108,2025-08-10,ORD,SLN,2025-08-10T16:45:00Z,2025-08-10T18:50:00Z,2025-08-10T20:20:00Z,2025-08-10T22:39:00Z,50,CRJ-200,Express,-121,43,29
UA,2387,2025-08-15,ORD,MCO,2025-08-15T06:00:00Z,2025-08-15T09:47:00Z,2025-08-15T05:54:00Z,2025-08-15T09:40:00Z,179,B737-MAX9,Mainline,364,426,56
OO,5398,2025-08-01,ORD,IND,2025-08-01T10:55:00Z,2025-08-01T13:07:00Z,2025-08-01T10:53:00Z,2025-08-01T12:54:00Z,76,ERJ-175,Express,84,91,39
OO,5045,2025-08-10,ORD,RHI,2025-08-10T16:35:00Z,2025-08-10T17:57:00Z,2025-08-10T19:48:00Z,2025-08-10T21:06:00Z,50,CRJ-200,Express,42,37,29
OO,5037,2025-08-14,ORD,LAF,2025-08-14T12:14:00Z,2025-08-14T14:12:00Z,2025-08-14T12:15:00Z,2025-08-14T13:59:00Z,50,CRJ-200,Express,41,45,29
UA,987,2025-08-01,ORD,CDG,2025-08-01T18:00:00Z,2025-08-02T09:20:00Z,2025-08-01T17:57:00Z,2025-08-02T08:34:00Z,318,B787-10,Mainline,255,212,155
UA,793,2025-08-10,ORD,DFW,2025-08-10T16:20:00Z,2025-08-10T18:58:00Z,2025-08-10T18:21:00Z,2025-08-10T21:21:00Z,126,A319-100,Mainline,85,106,43
OO,5538,2025-08-14,ORD,HSV,2025-08-14T18:25:00Z,2025-08-14T20:14:00Z,2025-08-14T18:23:00Z,2025-08-14T20:18:00Z,50,CRJ-550,Express,76,85,29
YX,3628,2025-08-06,ORD,IND,2025-08-06T17:50:00Z,2025-08-06T20:03:00Z,2025-08-06T18:12:00Z,2025-08-06T20:16:00Z,76,ERJ-175,Express,187,215,34
UA,1779,2025-08-07,ORD,BOS,2025-08-07T21:32:00Z,2025-08-08T00:59:00Z,2025-08-07T21:51:00Z,2025-08-08T01:06:00Z,179,B737-900,Mainline,67,58,56
UA,1617,2025-08-12,ORD,PHL,2025-08-12T14:20:00Z,2025-08-12T17:36:00Z,2025-08-12T14:28:00Z,2025-08-12T19:54:00Z,166,B737-800,Mainline,29,53,51
OO,5859,2025-08-04,ORD,BZN,2025-08-04T07:15:00Z,2025-08-04T09:53:00Z,2025-08-04T07:11:00Z,2025-08-04T09:44:00Z,76,ERJ-175,Express,650,535,34
UA,2418,2025-08-15,ORD,PHL,2025-08-15T07:35:00Z,2025-08-15T10:47:00Z,2025-08-15T07:28:00Z,2025-08-15T10:29:00Z,150,A320-200,Mainline,720,725,110
UA,3,2025-08-06,ORD,ZRH,2025-08-06T15:55:00Z,2025-08-07T07:45:00Z,2025-08-06T16:20:00Z,2025-08-07T07:47:00Z,167,B767-300,Mainline,105,150,145
UA,1358,2025-08-15,ORD,RDU,2025-08-15T07:00:00Z,2025-08-15T10:03:00Z,2025-08-15T07:08:00Z,2025-08-15T10:11:00Z,126,A319-100,Mainline,640,642,43
OO,5352,2025-08-12,ORD,CAK,2025-08-12T18:05:00Z,2025-08-12T20:49:00Z,2025-08-12T22:40:00Z,2025-08-13T01:27:00Z,50,CRJ-200,Express,59,138,29
UA,2862,2025-08-06,ORD,IAD,2025-08-06T10:50:00Z,2025-08-06T13:49:00Z,2025-08-06T10:54:00Z,2025-08-06T13:43:00Z,179,B737-900,Mainline,67,52,56
G7,4590,2025-08-10,ORD,MDT,2025-08-10T16:45:00Z,2025-08-10T19:52:00Z,2025-08-10T17:24:00Z,2025-08-10T20:20:00Z,50,CRJ-550,Express,50,36,29
UA,2172,2025-08-13,ORD,FAI,2025-08-13T16:05:00Z,2025-08-13T19:40:00Z,2025-08-13T16:04:00Z,2025-08-13T19:16:00Z,166,B737-MAX8,Mainline,82,76,51
UA,2280,2025-08-02,ORD,MCO,2025-08-02T07:10:00Z,2025-08-02T11:04:00Z,2025-08-02T07:08:00Z,2025-08-02T10:56:00Z,200,A321-2NX,Mainline,511,267,62
UA,777,2025-08-15,ORD,LAS,2025-08-15T19:49:00Z,2025-08-15T21:52:00Z,2025-08-15T19:54:00Z,2025-08-15T22:05:00Z,179,B737-MAX9,Mainline,79,98,56
G7,4502,2025-08-05,ORD,LEX,2025-08-05T10:50:00Z,2025-08-05T13:21:00Z,2025-08-05T10:40:00Z,2025-08-05T12:55:00Z,50,CRJ-550,Express,62,79,29
G7,4610,2025-08-07,ORD,XNA,2025-08-07T12:41:00Z,2025-08-07T14:35:00Z,2025-08-07T13:42:00Z,2025-08-07T15:40:00Z,50,CRJ-550,Express,36,29,29
YX,3568,2025-08-02,ORD,YYZ,2025-08-02T10:50:00Z,2025-08-02T13:42:00Z,2025-08-02T14:39:00Z,2025-08-02T17:13:00Z,76,ERJ-175,Express,68,266,42
UA,1097,2025-08-01,ORD,DCA,2025-08-01T11:15:00Z,2025-08-01T14:13:00Z,2025-08-01T11:07:00Z,2025-08-01T14:01:00Z,126,A319-100,Mainline,80,79,43
OO,5668,2025-08-04,ORD,MKE,2025-08-04T14:09:00Z,2025-08-04T15:10:00Z,2025-08-04T14:30:00Z,2025-08-04T15:13:00Z,50,CRJ-550,Express,40,50,29
UA,356,2025-08-01,ORD,ATL,2025-08-01T14:30:00Z,2025-08-01T17:39:00Z,2025-08-01T14:39:00Z,2025-08-01T17:47:00Z,126,B737-700,Mainline,89,79,51
UA,793,2025-08-03,ORD,DFW,2025-08-03T16:20:00Z,2025-08-03T18:58:00Z,2025-08-03T17:58:00Z,2025-08-03T20:28:00Z,126,A319-100,Mainline,85,74,43
OO,4712,2025-08-11,ORD,ELP,2025-08-11T19:50:00Z,2025-08-11T22:23:00Z,2025-08-11T20:04:00Z,2025-08-11T22:56:00Z,70,ERJ-175,Express,185,195,34
UA,929,2025-08-01,ORD,LHR,2025-08-01T16:05:00Z,2025-08-02T06:20:00Z,2025-08-01T16:28:00Z,2025-08-02T06:12:00Z,167,B767-300,Mainline,280,200,145
UA,1387,2025-08-04,ORD,SFO,2025-08-04T08:50:00Z,2025-08-04T11:29:00Z,2025-08-04T08:47:00Z,2025-08-04T11:21:00Z,364,B777-2HD,Mainline,191,140,93
UA,2075,2025-08-11,ORD,TPA,2025-08-11T17:55:00Z,2025-08-11T21:45:00Z,2025-08-11T18:07:00Z,2025-08-11T21:54:00Z,166,B737-MAX8,Mainline,74,85,51
UA,2099,2025-08-14,ORD,IAH,2025-08-14T09:46:00Z,2025-08-14T12:40:00Z,2025-08-14T09:40:00Z,2025-08-14T12:21:00Z,179,B737-900,Mainline,67,85,56
UA,416,2025-08-10,ORD,MXP,2025-08-10T21:35:00Z,2025-08-11T13:20:00Z,2025-08-10T22:26:00Z,2025-08-11T14:05:00Z,243,B787-8,Mainline,215,296,150
UA,1776,2025-08-07,ORD,PHL,2025-08-07T18:20:00Z,2025-08-07T21:35:00Z,2025-08-07T18:18:00Z,2025-08-07T21:30:00Z,166,B737-800,Mainline,76,63,51
UA,980,2025-08-08,ORD,DUB,2025-08-08T20:15:00Z,2025-08-09T09:45:00Z,2025-08-08T20:12:00Z,2025-08-09T09:32:00Z,243,B787-8,Mainline,3015,2863,150
G7,4194,2025-08-11,ORD,DAY,2025-08-11T14:30:00Z,2025-08-11T16:58:00Z,2025-08-11T14:22:00Z,2025-08-11T16:59:00Z,50,CRJ-550,Express,145,52,29
UA,1301,2025-08-11,ORD,ICT,2025-08-11T20:00:00Z,2025-08-11T22:03:00Z,2025-08-11T20:06:00Z,2025-08-11T22:08:00Z,126,B737-700,Mainline,65,68,43
UA,1899,2025-08-07,ORD,YYC,2025-08-07T20:03:00Z,2025-08-07T22:53:00Z,2025-08-07T20:21:00Z,2025-08-07T23:18:00Z,126,B737-700,Mainline,73,95,52
UA,2280,2025-08-13,ORD,MCO,2025-08-13T07:10:00Z,2025-08-13T11:04:00Z,2025-08-13T07:08:00Z,2025-08-13T10:45:00Z,200,A321-2NX,Mainline,600,547,62
OO,5585,2025-08-13,ORD,ATW,2025-08-13T12:57:00Z,2025-08-13T14:08:00Z,2025-08-13T12:49:00Z,2025-08-13T14:06:00Z,50,CRJ-550,Express,183,56,29
UA,2666,2025-08-14,ORD,DEN,2025-08-14T05:00:00Z,2025-08-14T06:43:00Z,2025-08-14T04:52:00Z,2025-08-14T06:25:00Z,200,A321-2NX,Mainline,452,207,62
OO,5344,2025-08-01,ORD,MBS,2025-08-01T11:05:00Z,2025-08-01T13:22:00Z,2025-08-01T10:58:00Z,2025-08-01T13:05:00Z,50,CRJ-200,Express,1197,1066,29
UA,349,2025-08-09,ORD,BTV,2025-08-09T18:35:00Z,2025-08-09T21:52:00Z,2025-08-09T18:53:00Z,2025-08-09T22:03:00Z,150,A320-200,Mainline,90,50,46
OO,5352,2025-08-03,ORD,CAK,2025-08-03T18:05:00Z,2025-08-03T20:49:00Z,2025-08-03T18:12:00Z,2025-08-03T20:41:00Z,50,CRJ-200,Express,59,35,29
G7,4425,2025-08-12,ORD,GRR,2025-08-12T14:00:00Z,2025-08-12T16:04:00Z,2025-08-12T20:00:00Z,2025-08-12T23:00:00Z,50,CRJ-550,Express,124,490,33
G7,4519,2025-08-15,ORD,SCE,2025-08-15T18:20:00Z,2025-08-15T21:24:00Z,2025-08-15T18:13:00Z,2025-08-15T21:02:00Z,50,CRJ-550,Express,75,45,29
G7,4391,2025-08-07,ORD,SGF,2025-08-07T20:06:00Z,2025-08-07T22:00:00Z,2025-08-07T20:12:00Z,2025-08-07T21:34:00Z,50,CRJ-550,Express,71,43,29
OO,5136,2025-08-09,ORD,DEC,2025-08-09T07:45:00Z,2025-08-09T08:48:00Z,2025-08-09T07:35:00Z,2025-08-09T08:29:00Z,50,CRJ-200,Express,85,87,29
OO,5382,2025-08-15,ORD,FWA,2025-08-15T15:35:00Z,2025-08-15T17:47:00Z,2025-08-15T15:37:00Z,2025-08-15T17:54:00Z,50,CRJ-200,Express,40,43,29
UA,763,2025-08-05,ORD,PWM,2025-08-05T10:58:00Z,2025-08-05T14:24:00Z,2025-08-05T11:44:00Z,2025-08-05T15:00:00Z,166,B737-800,Mainline,-4,60,51
UA,912,2025-08-01,ORD,KEF,2025-08-01T21:10:00Z,2025-08-02T08:30:00Z,2025-08-01T21:45:00Z,2025-08-02T09:04:00Z,176,B757-200,Mainline,150,154,75
OO,5099,2025-08-08,ORD,CIU,2025-08-08T12:40:00Z,2025-08-08T15:09:00Z,2025-08-08T12:47:00Z,2025-08-08T15:01:00Z,50,CRJ-200,Express,35,55,29
UA,422,2025-08-07,ORD,ATH,2025-08-07T16:15:00Z,2025-08-08T10:30:00Z,2025-08-07T16:28:00Z,2025-08-08T10:36:00Z,318,B787-10,Mainline,315,321,155
UA,1803,2025-08-08,ORD,DEN,2025-08-08T10:44:00Z,2025-08-08T12:32:00Z,2025-08-08T11:08:00Z,2025-08-08T12:46:00Z,200,A321-2NX,Mainline,82,107,62
YX,3433,2025-08-14,ORD,CVG,2025-08-14T16:35:00Z,2025-08-14T19:02:00Z,2025-08-14T16:26:00Z,2025-08-14T18:46:00Z,76,ERJ-175,Express,45,52,39
YX,3571,2025-08-05,ORD,IND,2025-08-05T13:05:00Z,2025-08-05T15:18:00Z,2025-08-05T12:57:00Z,2025-08-05T15:13:00Z,76,ERJ-175,Express,60,66,34
UA,2414,2025-08-01,ORD,BNA,2025-08-01T10:43:00Z,2025-08-01T12:28:00Z,2025-08-01T10:37:00Z,2025-08-01T12:12:00Z,166,B737-MAX8,Mainline,69,88,51
OO,5429,2025-08-13,ORD,TYS,2025-08-13T14:08:00Z,2025-08-13T17:05:00Z,2025-08-13T14:09:00Z,2025-08-13T16:58:00Z,76,ERJ-175,Express,58,60,34
UA,2090,2025-08-14,ORD,MIA,2025-08-14T07:01:00Z,2025-08-14T11:18:00Z,2025-08-14T07:00:00Z,2025-08-14T11:09:00Z,166,B737-800,Mainline,836,660,51
UA,1205,2025-08-04,ORD,EWR,2025-08-04T11:46:00Z,2025-08-04T15:12:00Z,2025-08-04T11:54:00Z,2025-08-04T14:55:00Z,179,B737-900,Mainline,67,108,56
OO,5555,2025-08-06,ORD,MKE,2025-08-06T18:10:00Z,2025-08-06T19:10:00Z,2025-08-06T18:22:00Z,2025-08-06T19:32:00Z,50,CRJ-200,Express,64,35,29
UA,2672,2025-08-15,ORD,PNS,2025-08-15T10:42:00Z,2025-08-15T13:09:00Z,2025-08-15T10:33:00Z,2025-08-15T12:49:00Z,126,A319-100,Mainline,57,72,43
UA,1377,2025-08-11,ORD,MYR,2025-08-11T11:20:00Z,2025-08-11T14:35:00Z,2025-08-11T11:19:00Z,2025-08-11T14:28:00Z,126,B737-700,Mainline,990,929,43
UA,764,2025-08-06,ORD,YYC,2025-08-06T08:45:00Z,2025-08-06T11:38:00Z,2025-08-06T08:44:00Z,2025-08-06T11:42:00Z,179,B737-900,Mainline,72,87,70
OO,5819,2025-08-07,ORD,DLH,2025-08-07T09:00:00Z,2025-08-07T10:51:00Z,2025-08-07T08:52:00Z,2025-08-07T10:27:00Z,50,CRJ-550,Express,74,78,29
UA,1989,2025-08-15,ORD,BOS,2025-08-15T18:20:00Z,2025-08-15T21:59:00Z,2025-08-15T18:14:00Z,2025-08-15T21:50:00Z,179,B737-900,Mainline,88,91,56
OO,4638,2025-08-06,ORD,COS,2025-08-06T19:40:00Z,2025-08-06T21:44:00Z,2025-08-06T19:39:00Z,2025-08-06T21:34:00Z,76,ERJ-175,Express,65,59,34
UA,2099,2025-08-08,ORD,IAH,2025-08-08T09:46:00Z,2025-08-08T12:40:00Z,2025-08-08T09:47:00Z,2025-08-08T12:26:00Z,179,B737-900,Mainline,67,70,56
YX,3715,2025-08-09,ORD,ELP,2025-08-09T19:50:00Z,2025-08-09T22:23:00Z,2025-08-09T19:45:00Z,2025-08-09T22:08:00Z,76,ERJ-175,Express,55,47,34
G7,4563,2025-08-02,ORD,FSD,2025-08-02T12:45:00Z,2025-08-02T14:35:00Z,2025-08-02T12:49:00Z,2025-08-02T14:34:00Z,50,CRJ-550,Express,40,42,29
UA,708,2025-08-11,ORD,MCI,2025-08-11T08:51:00Z,2025-08-11T10:35:00Z,2025-08-11T08:44:00Z,2025-08-11T10:27:00Z,126,A319-100,Mainline,79,108,43
UA,1878,2025-08-07,ORD,SFO,2025-08-07T12:46:00Z,2025-08-07T15:33:00Z,2025-08-07T12:45:00Z,2025-08-07T15:28:00Z,200,A321-2NX,Mainline,991,930,70
G7,4436,2025-08-01,ORD,SGF,2025-08-01T12:45:00Z,2025-08-01T14:31:00Z,2025-08-01T12:40:00Z,2025-08-01T14:04:00Z,50,CRJ-550,Express,65,102,29
UA,2627,2025-08-03,ORD,MSP,2025-08-03T21:50:00Z,2025-08-03T23:28:00Z,2025-08-03T22:29:00Z,2025-08-04T00:01:00Z,179,B737-900,Mainline,1869,1880,56
G7,4554,2025-08-11,ORD,GRB,2025-08-11T14:00:00Z,2025-08-11T15:11:00Z,2025-08-11T13:57:00Z,2025-08-11T14:49:00Z,50,CRJ-550,Express,71,68,29
OO,5125,2025-08-08,ORD,CMX,2025-08-08T11:38:00Z,2025-08-08T14:18:00Z,2025-08-08T11:34:00Z,2025-08-08T13:52:00Z,50,CRJ-200,Express,43,50,29
UA,2290,2025-08-09,ORD,DFW,2025-08-09T12:45:00Z,2025-08-09T15:22:00Z,2025-08-09T15:39:00Z,2025-08-09T17:54:00Z,166,B737-800,Mainline,-116,61,51
G7,4613,2025-08-10,ORD,STL,2025-08-10T09:05:00Z,2025-08-10T10:40:00Z,2025-08-10T09:01:00Z,2025-08-10T10:30:00Z,50,CRJ-550,Express,60,92,29
YX,3523,2025-08-14,ORD,RIC,2025-08-14T14:55:00Z,2025-08-14T18:16:00Z,2025-08-14T14:53:00Z,2025-08-14T17:58:00Z,76,ERJ-175,Express,47,65,34
OO,5836,2025-08-14,ORD,TYS,2025-08-14T10:35:00Z,2025-08-14T13:21:00Z,2025-08-14T10:31:00Z,2025-08-14T13:02:00Z,50,CRJ-550,Express,45,44,29
OO,5603,2025-08-04,ORD,FNT,2025-08-04T20:08:00Z,2025-08-04T22:30:00Z,2025-08-04T21:13:00Z,2025-08-04T23:22:00Z,50,CRJ-200,Express,86,118,29
UA,1269,2025-08-08,ORD,CLE,2025-08-08T18:00:00Z,2025-08-08T20:28:00Z,2025-08-08T18:03:00Z,2025-08-08T20:20:00Z,126,B737-700,Mainline,74,87,43
UA,592,2025-08-07,ORD,JAC,2025-08-07T16:50:00Z,2025-08-07T19:05:00Z,2025-08-07T17:06:00Z,2025-08-07T19:19:00Z,126,B737-700,Mainline,65,54,43
UA,1583,2025-08-07,ORD,BWI,2025-08-07T18:35:00Z,2025-08-07T21:42:00Z,2025-08-07T20:32:00Z,2025-08-07T23:29:00Z,179,B737-900,Mainline,133,197,119
YX,3668,2025-08-09,ORD,BUF,2025-08-09T07:15:00Z,2025-08-09T09:58:00Z,2025-08-09T07:15:00Z,2025-08-09T10:07:00Z,76,ERJ-175,Express,45,80,34
OO,5427,2025-08-08,ORD,PIA,2025-08-08T09:05:00Z,2025-08-08T10:19:00Z,2025-08-08T09:01:00Z,2025-08-08T10:13:00Z,50,CRJ-200,Express,88,106,29
UA,2038,2025-08-01,ORD,BUF,2025-08-01T07:15:00Z,2025-08-01T09:54:00Z,2025-08-01T07:07:00Z,2025-08-01T09:31:00Z,126,A319-100,Mainline,650,644,43
UA,1980,2025-08-04,ORD,LGA,2025-08-04T06:00:00Z,2025-08-04T09:11:00Z,2025-08-04T05:53:00Z,2025-08-04T08:50:00Z,166,B737-800,Mainline,531,531,51
UA,286,2025-08-04,ORD,CLE,2025-08-04T07:33:00Z,2025-08-04T09:59:00Z,2025-08-04T07:25:00Z,2025-08-04T09:32:00Z,179,B737-900,Mainline,713,627,119
UA,2177,2025-08-12,ORD,MSN,2025-08-12T14:00:00Z,2025-08-12T15:03:00Z,2025-08-12T14:35:00Z,2025-08-12T15:55:00Z,150,A320-200,Mainline,55,66,46
UA,845,2025-08-11,ORD,GRU,2025-08-11T21:20:00Z,2025-08-12T09:30:00Z,2025-08-11T22:52:00Z,2025-08-12T11:29:00Z,318,B787-10,Mainline,300,443,155
UA,1815,2025-08-01,ORD,MSY,2025-08-01T10:50:00Z,2025-08-01T13:20:00Z,2025-08-01T10:40:00Z,2025-08-01T12:59:00Z,200,A321-2NX,Mainline,181,181,62
UA,1909,2025-08-14,ORD,TVC,2025-08-14T10:51:00Z,2025-08-14T13:06:00Z,2025-08-14T10:48:00Z,2025-08-14T13:14:00Z,179,B737-900,Mainline,68,54,56
OO,5821,2025-08-12,ORD,MKE,2025-08-12T08:54:00Z,2025-08-12T10:02:00Z,2025-08-12T10:50:00Z,2025-08-12T11:40:00Z,50,CRJ-200,Express,121,54,29
YX,3716,2025-08-07,ORD,CMH,2025-08-07T18:17:00Z,2025-08-07T20:54:00Z,2025-08-07T18:14:00Z,2025-08-07T20:49:00Z,76,ERJ-175,Express,47,66,34
OO,5833,2025-08-08,ORD,DTW,2025-08-08T18:11:00Z,2025-08-08T20:45:00Z,2025-08-08T18:09:00Z,2025-08-08T20:47:00Z,76,ERJ-175,Express,61,73,34
UA,1741,2025-08-06,ORD,JAC,2025-08-06T09:20:00Z,2025-08-06T11:35:00Z,2025-08-06T09:17:00Z,2025-08-06T11:51:00Z,126,B737-700,Mainline,105,122,43
UA,2684,2025-08-12,ORD,FCA,2025-08-12T08:45:00Z,2025-08-12T11:36:00Z,2025-08-12T08:51:00Z,2025-08-12T11:24:00Z,179,B737-900,Mainline,71,108,56
UA,1297,2025-08-12,ORD,DFW,2025-08-12T08:45:00Z,2025-08-12T11:24:00Z,2025-08-12T09:16:00Z,2025-08-12T11:39:00Z,126,A319-100,Mainline,64,113,43
OO,5915,2025-08-11,ORD,LNK,2025-08-11T16:50:00Z,2025-08-11T18:45:00Z,2025-08-11T19:16:00Z,2025-08-11T21:06:00Z,50,CRJ-200,Express,45,32,29
OO,5125,2025-08-02,ORD,CMX,2025-08-02T11:38:00Z,2025-08-02T14:18:00Z,2025-08-02T11:33:00Z,2025-08-02T13:54:00Z,50,CRJ-200,Express,2455,2438,29
UA,2179,2025-08-10,ORD,SFO,2025-08-10T18:20:00Z,2025-08-10T21:09:00Z,2025-08-10T19:51:00Z,2025-08-10T22:20:00Z,234,B757-300,Mainline,76,66,66
UA,1139,2025-08-15,ORD,DSM,2025-08-15T09:00:00Z,2025-08-15T10:29:00Z,2025-08-15T08:55:00Z,2025-08-15T10:09:00Z,150,A320-200,Mainline,78,73,46
UA,380,2025-08-09,ORD,JAX,2025-08-09T11:59:00Z,2025-08-09T15:33:00Z,2025-08-09T15:15:00Z,2025-08-09T18:41:00Z,179,B737-MAX9,Mainline,-163,69,56
